Metadata_Plate,Metadata_Well,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_Batch_Number,Metadata_Batch_Date,Metadata_well_position,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_Metadata_broad_sample_type,Metadata_broad_sample_type,Cells_AreaShape_Area,Cells_Intensity_IntegratedIntensity_DNA,Cytoplasm_AreaShape_Area,Cytoplasm_Intensity_IntegratedIntensity_DNA,Nuclei_AreaShape_Area,Nuclei_Intensity_IntegratedIntensity_DNA
SQ00015116,A01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,A01,NA,NA,NA,DMSO,control,control,-0.4587968136755158,-4.431820162387194,-0.37651321101635776,-1.8446283239018502,-2.0703292842673022,-6.133366515382825
SQ00015116,A02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,A02,NA,NA,NA,DMSO,control,control,0.7189564383628879,0.4354207856042265,0.6602247715577076,0.9136881734597221,0.8327871552642214,0.19428413896396157
SQ00015116,A03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,A03,NA,NA,NA,DMSO,control,control,0.23013272798939832,-0.1254199562533709,0.19129041210656722,0.008265443213821843,0.31961184773898654,-0.23494290510651547
SQ00015116,A04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,A04,NA,NA,NA,DMSO,control,control,0.20701809534494192,-2.2665284291637113,0.19315410727618657,-0.9705438791820343,-0.1369930311388525,-3.149315720569665
SQ00015116,A05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,A05,NA,NA,NA,DMSO,control,control,1.0664453358913284,-1.171853640352448,1.0977009782894502,0.6082321392067929,-0.6810300471070012,-2.210008295939784
SQ00015116,A06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,A06,NA,NA,NA,DMSO,control,control,1.2807107375689397,1.6957398912672423,1.1948987276542464,2.2219552853924363,1.4824918421508655,1.5338387835462273
SQ00015116,B01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B01,NA,NA,NA,DMSO,control,control,0.8630453432617475,0.17582938592369082,0.8325315533248636,0.6382757224970449,0.3470096046573247,-0.11385467312687153
SQ00015116,B02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B02,NA,NA,NA,DMSO,control,control,-0.20701809534494192,0.125419956253366,-0.19129041210656722,-0.49725392295620324,-0.807765761416212,0.4339507368001842
SQ00015116,B03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B03,NA,NA,NA,DMSO,control,control,-0.3347521145589451,0.49136183061143024,-0.32866832936791707,-0.008265443213821843,-0.6679514718461892,0.7843043595650431
SQ00015116,B04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B04,NA,NA,NA,DMSO,control,control,-0.6455050703640844,-0.17175590632026586,-0.6887567473954828,-0.7107057964561455,0.1369930311388525,0.11385467312687153
SQ00015116,B05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B05,NA,NA,NA,DMSO,control,control,-0.7034764485891059,0.8576196883417602,-0.7746587985904536,0.020764927326565978,0.6245633980777544,1.3761826723553487
SQ00015116,B06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,B06,NA,NA,NA,DMSO,control,control,-1.0217360007844418,-0.8967921381691654,-0.925756822338901,-1.6661854098564792,-2.4942608096294303,-0.5646771593881474
SQ00015116,C01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C01,BRD-K25650355-065-02-0,3.7342500000000003,10,DMSO,permutation,permutation,-0.10810437523968536,-0.30674665162344356,-0.09767115117788065,-0.7046516337029272,-0.6691356313021297,-0.16251109863604893
SQ00015116,C02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C02,BRD-K25650355-065-02-0,1.2447499999990426,3.3333333333307693,DMSO,permutation,permutation,-0.09496808310982043,3.5010492752814635,-0.19603647069899324,2.813606156547347,1.3388408936176999,4.191309119601044
SQ00015116,C03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C03,BRD-K25650355-065-02-0,0.4149166666682625,1.1111111111153846,DMSO,permutation,permutation,-0.576808970240609,-1.5410264133304723,-0.5455097961009907,-1.8512741085962625,-1.1957128179431802,-1.5387141321401585
SQ00015116,C04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C04,BRD-K25650355-065-02-0,0.13830555555513,0.37037037036923076,DMSO,permutation,permutation,-1.699516299788502,-0.3026336658584755,-1.6275407533062276,-2.8358044880415,-2.2656698698879376,0.9701254480989148
SQ00015116,C05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C05,BRD-K25650355-065-02-0,0.04610185185171,0.12345679012307692,DMSO,permutation,permutation,-1.0335796517506026,0.28174670160546583,-0.9575017277854758,-0.9551276178736241,-2.137810583587272,0.9689104380955091
SQ00015116,C06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,C06,BRD-K25650355-065-02-0,0.0153672839515275,0.04115226337692308,DMSO,permutation,permutation,-1.009639613630751,0.9646344865483067,-0.9319806098590849,-0.8486414654804181,-2.1514825372880813,2.006907136228859
SQ00015116,D01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D01,BRD-K25837718-001-03-8,8.27995,10,DMSO,permutation,permutation,0.7435469744560018,0.509832244002452,0.6588375361037145,0.8623076704507132,1.3004886463671825,0.33022273132745994
SQ00015116,D02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D02,BRD-K25837718-001-03-8,2.7599833333312103,3.3333333333307693,DMSO,permutation,permutation,-0.3753305476498117,-0.49600043365888213,-0.2540902263794938,-0.035934495002159,-2.748681196157386,-0.7345630805113844
SQ00015116,D03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D03,BRD-K25837718-001-03-8,0.9199944444479828,1.1111111111153846,DMSO,permutation,permutation,-0.5544097289472677,0.6191461597623388,-0.5448568201477044,-0.4828182817608841,-0.7845699567224934,1.2306534610434228
SQ00015116,D04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D04,BRD-K25837718-001-03-8,0.30666481481387126,0.37037037036923076,DMSO,permutation,permutation,-0.9340281894584841,0.5510692042372191,-0.9356231031847008,-0.9561719496897539,-0.7090857588451629,1.3613413106465524
SQ00015116,D05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D05,BRD-K25837718-001-03-8,0.10222160493795708,0.12345679012307692,DMSO,permutation,permutation,-1.7672464550412406,-0.09873233161899975,-1.7106045760377258,-2.036172486773596,-1.9954310754099813,0.9163321690151434
SQ00015116,D06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,D06,BRD-K25837718-001-03-8,0.03407386831477542,0.04115226337692308,DMSO,permutation,permutation,-1.8417843338037474,-0.08342889289734498,-1.737512232572516,-2.198704809162728,-2.8816837209713007,1.0194786349512368
SQ00015116,E01,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E01,BRD-K26603252-003-04-9,3.96666,10,DMSO,permutation,permutation,0.3704403878476022,-1.3680295671476634,0.30949486616241284,-0.960244237662518,0.7714368894823217,-1.7355641758124707
SQ00015116,E02,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E02,BRD-K26603252-003-04-9,1.322219999998983,3.3333333333307693,DMSO,permutation,permutation,0.2903523832249389,-0.023759804064217203,0.2918344933540198,0.23394972708093453,-0.379243319865593,-0.15041720314005005
SQ00015116,E03,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E03,BRD-K26603252-003-04-9,0.44074000000169516,1.1111111111153846,DMSO,permutation,permutation,-0.051204778577498465,1.0151512941305654,-0.09226795396327317,0.48753052345071524,0.2743066248027128,1.3708765961528124
SQ00015116,E04,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E04,BRD-K26603252-003-04-9,0.14691333333288129,0.37037037036923076,DMSO,permutation,permutation,-0.35903248448317554,0.43857193215414947,-0.3928989759983039,-0.3629828683866191,0.06032320078815141,0.892030181515111
SQ00015116,E05,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E05,BRD-K26603252-003-04-9,0.04897111111096043,0.12345679012307692,DMSO,permutation,permutation,-1.6623537674700122,-0.27780710010899634,-1.6395091229675756,-2.1759723076877933,-1.3594906539108813,0.7082487276720214
SQ00015116,E06,SQ00015116,C-7161-01-LM6-001,2,2016-04-05,E06,BRD-K26603252-003-04-9,0.01632370370467057,0.04115226337692308,DMSO,permutation,permutation,-2.347217249707445,-0.5175975883243293,-2.2930119083901714,-3.8688909272350562,-2.138144417775167,1.163339544051303
SQ00015117,A01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,A01,NA,NA,NA,DMSO,control,control,0.22380442171543877,0.2038399293402324,0.18793154214101843,-0.04951182085225195,0.9877431887200568,0.2896143036056365
SQ00015117,A02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,A02,NA,NA,NA,DMSO,control,control,0.7911220946066028,-1.05889935951319,0.9183163526663453,0.3953480153169389,0.08187048279355366,-3.7509142101506403
SQ00015117,A03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,A03,NA,NA,NA,DMSO,control,control,0.6691953817919729,1.1093654675242095,0.6284155369904757,1.0405948238405867,1.558767527282117,1.3825669319287104
SQ00015117,A04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,A04,NA,NA,NA,DMSO,control,control,1.1078368550394986,1.5253534731057001,1.1425498561621323,1.9262622677169596,1.3598840090057116,1.466374562613594
SQ00015117,A05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,A05,NA,NA,NA,DMSO,control,control,-0.10317338216214883,0.07850875028815357,-0.1902101994276809,0.04951182085225195,1.0841384044098772,-0.14508996404062519
SQ00015117,A06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,A06,NA,NA,NA,DMSO,control,control,1.0553912066012068,1.0350505881155005,1.1153872340685114,1.87253179043722,1.0474319203796028,0.1450899640406349
SQ00015117,B01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B01,NA,NA,NA,DMSO,control,control,0.103173382162147,-9.358478370885381,0.20244018084887588,-6.176338714161173,-0.5048660505848424,-18.765782409009862
SQ00015117,B02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B02,NA,NA,NA,DMSO,control,control,-0.20771664588373556,-0.8700191875352836,-0.18793154214101843,-0.3244484496941401,-0.09069410837546897,-2.232351366779327
SQ00015117,B03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B03,NA,NA,NA,DMSO,control,control,-0.6797861371612175,-0.07850875028814644,-0.7205659819627147,-0.4675911830495361,-0.08187048279355853,0.15766022563932738
SQ00015117,B04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B04,NA,NA,NA,DMSO,control,control,-1.4151096593687236,-0.40192168582397775,-1.5100463861606723,-1.4433513405859093,-0.4476627818627564,0.5762478979357707
SQ00015117,B05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B05,NA,NA,NA,DMSO,control,control,-0.9615092133507215,-0.4789623314179068,-1.0226768939254034,-0.6311234448107027,-0.22979025342071768,-0.7727336210174197
SQ00015117,B06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,B06,NA,NA,NA,DMSO,control,control,-0.5057225870844289,0.2838446154416844,-0.4472322266599128,0.7178580741424878,-0.8441154683683479,-0.25286953027579
SQ00015117,C01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C01,BRD-K25650355-065-02-0,3.7342500000000003,10,DMSO,permutation,permutation,0.23074298975231014,-1.882604396714702,0.17271131025539566,-0.794911542147503,1.2013757570794497,-4.554032665692437
SQ00015117,C02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C02,BRD-K25650355-065-02-0,1.2447499999990426,3.3333333333307693,DMSO,permutation,permutation,-1.689829314469964,-2.677137380416399,-1.7401467232888255,-2.6341238150257125,-1.2260116117792383,-4.2979630312682895
SQ00015117,C03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C03,BRD-K25650355-065-02-0,0.4149166666682625,1.1111111111153846,DMSO,permutation,permutation,-1.2108001495692007,-0.924129639367574,-1.2232427314939078,-1.512082955839136,-1.0119835863473208,-0.8570394224812259
SQ00015117,C04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C04,BRD-K25650355-065-02-0,0.13830555555513,0.37037037036923076,DMSO,permutation,permutation,-2.6345398429762654,-2.919488237742384,-2.72866429099262,-3.247497416611844,-1.9467348686410109,-4.03245884710417
SQ00015117,C05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C05,BRD-K25650355-065-02-0,0.04610185185171,0.12345679012307692,DMSO,permutation,permutation,-2.9371498460884364,-1.7595115999876838,-3.1140106512250973,-2.6742198877631704,-1.5062759043854275,-1.4458177391305294
SQ00015117,C06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,C06,BRD-K25650355-065-02-0,0.0153672839515275,0.04115226337692308,DMSO,permutation,permutation,-3.109277636071575,-1.9701451276223418,-3.2663696500151116,-3.2738900967315065,-1.91420469326557,-1.322285839798036
SQ00015117,D01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D01,BRD-K25837718-001-03-8,8.27995,10,DMSO,permutation,permutation,0.2886714038961355,-1.0303302489202137,0.29329991672242983,0.38802940832702354,0.6674732933294414,-3.6072728182639135
SQ00015117,D02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D02,BRD-K25837718-001-03-8,2.7599833333312103,3.3333333333307693,DMSO,permutation,permutation,-1.1417960338313398,-3.4917139179250953,-1.112483908534486,-1.9793537438509352,-1.3308917822656179,-7.39083539571081
SQ00015117,D03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D03,BRD-K25837718-001-03-8,0.9199944444479828,1.1111111111153846,DMSO,permutation,permutation,-2.4056399924105785,-1.928988473827064,-2.50187802441222,-2.645642311020004,-1.6435925358596164,-2.0519244794881324
SQ00015117,D04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D04,BRD-K25837718-001-03-8,0.30666481481387126,0.37037037036923076,DMSO,permutation,permutation,-3.077877734336315,-1.3550075033209157,-3.2827541724660074,-3.1874005611627534,-1.4169763235627042,0.24304563268773963
SQ00015117,D05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D05,BRD-K25837718-001-03-8,0.10222160493795708,0.12345679012307692,DMSO,permutation,permutation,-2.2973897514649244,-2.700925041142355,-2.3955946915855493,-2.5961842656277594,-1.4889560024608623,-4.252904962637428
SQ00015117,D06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,D06,BRD-K25837718-001-03-8,0.03407386831477542,0.04115226337692308,DMSO,permutation,permutation,-2.7587475917348656,-1.822238428604753,-2.8383471959585536,-2.5322526164658794,-2.249358477038212,-1.8374541696764255
SQ00015117,E01,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E01,BRD-K26603252-003-04-9,3.96666,10,DMSO,permutation,permutation,0.10418425669053596,-4.110213634841354,-4.724783809298339e-4,-1.7560381786732595,1.512966836945413,-9.5458686990854
SQ00015117,E02,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E02,BRD-K26603252-003-04-9,1.322219999998983,3.3333333333307693,DMSO,permutation,permutation,-1.351108401016819,-3.4469177294935123,-1.4159378401456708,-2.632663384924391,-0.6515848012018776,-6.368133835960525
SQ00015117,E03,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E03,BRD-K26603252-003-04-9,0.44074000000169516,1.1111111111153846,DMSO,permutation,permutation,-1.93713509773598,-1.9151200531233321,-2.0751282100239115,-2.69593845402714,-0.6528140316832413,-1.9724460657061649
SQ00015117,E04,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E04,BRD-K26603252-003-04-9,0.14691333333288129,0.37037037036923076,DMSO,permutation,permutation,-3.0800418179433606,-4.0740153450803165,-3.2289242462904513,-4.5359688140017935,-1.958218842353968,-5.618528758180142
SQ00015117,E05,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E05,BRD-K26603252-003-04-9,0.04897111111096043,0.12345679012307692,DMSO,permutation,permutation,-2.913743569935109,-3.0576050295385535,-3.081007379082262,-4.003920254148536,-1.578032215200969,-3.493183684591658
SQ00015117,E06,SQ00015117,C-7161-01-LM6-001,2,2016-04-05,E06,BRD-K26603252-003-04-9,0.01632370370467057,0.04115226337692308,DMSO,permutation,permutation,-3.73117688652161,-3.256774259111228,-3.9586065997648086,-4.814803420779893,-1.9868365602280238,-2.8776163154454215
